field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_course_1,top_course_2,top_course_3,top_course_4,top_course_5
Health,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,51,48,85,70,52,60,53,81,41,93,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,49,72,77,74,46,54,65,77,66,87,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Education,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,48,64,59,52,55,65,55,63,73,73,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Media,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,64,50,62,64,70,42,59,67,76,62,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,78,75,66,73,62,87,74,75,51,81,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Media,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,45,72,87,92,90,64,52,99,78,77,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Arts,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,61,67,72,53,66,48,65,79,89,55,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Law,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,73,52,86,74,56,71,67,77,36,77,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Law,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,84,86,74,72,68,84,76,78,57,73,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,61,63,89,68,74,61,64,87,52,67,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Architecture,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,52,73,60,74,50,51,72,55,91,74,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
all,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,90,73,45,56,59,81,99,58,50,59,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
STEM,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,47,46,64,88,74,67,52,48,61,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Health,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,69,56,52,75,58,62,58,63,55,55,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Arts,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,60,65,36,64,71,46,65,56,87,69,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
STEM,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,96,82,46,31,73,90,89,42,75,58,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Engineering,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,74,72,60,79,67,76,86,79,49,51,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Arts,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,44,71,87,85,58,56,59,90,81,81,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Arts,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,44,92,61,74,58,33,79,94,76,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,75,54,54,70,59,80,40,56,72,70,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,72,74,63,58,71,62,83,68,65,74,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,80,77,44,49,85,91,70,59,75,49,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,56,56,75,89,48,76,57,83,60,75,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Arts,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,68,51,76,67,84,83,55,80,84,78,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
STEM,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75,91,68,63,56,63,79,58,69,65,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,72,63,68,87,34,69,67,66,48,87,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,53,76,63,58,67,57,60,77,74,57,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Media,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,44,78,45,53,57,50,59,65,86,66,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Science,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,97,93,35,41,41,81,88,35,51,47,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Social Science,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,65,66,34,52,82,63,64,48,71,78,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90,77,75,50,96,89,78,74,75,59,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,65,81,70,87,65,41,57,70,82,98,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,63,59,100,73,63,74,49,89,52,72,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,72,72,55,67,66,74,79,39,61,60,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Media,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,43,59,65,82,92,41,30,79,100,54,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Business,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,70,50,86,80,54,80,64,86,36,76,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,93,91,37,34,81,90,80,44,82,39,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Engineering,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,81,80,27,46,70,72,87,39,81,46,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
STEM,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,97,66,71,65,74,80,83,68,75,66,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Arts,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,43,49,78,100,55,29,59,94,80,95,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,71,65,93,100,61,62,38,88,78,94,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,MSc Journalism,BSc Media Studies
Architecture,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,72,65,50,72,86,79,52,63,100,66,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Architecture,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,69,83,41,52,88,65,79,55,83,63,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Education,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,74,49,98,81,81,88,57,100,31,72,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Social Science,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,79,72,55,80,60,72,72,73,63,83,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Health,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,59,75,74,76,81,73,83,63,63,97,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,90,87,61,61,80,100,78,74,73,70,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,71,53,50,67,88,72,50,44,64,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Social Science,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,48,60,78,84,62,65,73,88,62,75,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Media,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,60,81,73,88,79,65,65,81,88,85,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Media,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,81,91,80,58,93,70,71,77,95,70,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
STEM,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,90,87,78,34,77,84,82,66,71,22,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,55,84,92,100,93,73,52,93,87,80,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,85,59,52,21,78,95,78,50,57,45,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Business,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,64,77,59,67,70,67,63,61,58,76,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
STEM,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,80,95,100,64,71,76,100,93,76,46,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,66,64,68,63,77,74,54,73,75,77,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Science,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,84,59,89,53,76,71,67,84,54,51,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Law,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,56,35,90,42,68,67,53,87,53,61,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Social Science,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,61,63,69,91,62,68,57,77,88,87,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
STEM,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,67,95,96,94,72,62,90,100,71,65,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Science,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,82,68,79,89,75,62,83,90,63,82,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Media,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,63,59,66,74,55,65,63,77,73,73,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,99,74,60,90,66,76,84,77,48,88,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Social Science,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,80,61,93,78,99,65,59,83,100,93,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,100,66,80,100,82,81,84,100,72,64,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,67,63,54,51,50,63,85,51,47,42,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Science,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,82,82,28,29,79,82,77,38,82,70,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Arts,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,57,71,70,63,60,52,49,68,79,64,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Education,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,56,46,69,62,69,75,45,73,46,84,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Media,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,50,67,78,87,84,70,57,78,86,69,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,83,74,57,21,67,75,83,47,52,18,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Education,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,69,53,100,86,71,70,43,81,67,77,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Media,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,51,68,66,74,61,59,48,70,82,88,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Media,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,61,70,80,71,72,64,33,78,92,69,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Health,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,80,67,78,69,71,69,69,84,85,83,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Education,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,59,75,96,75,82,64,68,88,94,68,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Education,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,73,50,98,99,62,59,68,89,48,93,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Media,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,31,67,99,84,61,39,26,89,92,82,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Media,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,62,59,82,86,66,70,67,85,59,69,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,54,76,88,85,97,79,74,88,81,68,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Law,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,57,77,100,50,83,44,97,63,81,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,34,58,63,52,60,59,38,64,68,59,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Law,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90,60,86,84,74,75,62,84,70,80,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,85,68,75,89,80,73,73,75,76,61,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,37,66,69,69,67,37,44,77,89,63,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
STEM,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,95,87,73,66,63,71,91,65,75,64,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,88,86,75,68,66,84,89,90,54,41,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Media,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,55,69,60,42,38,55,68,68,73,60,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,59,47,79,73,49,69,51,83,57,65,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Social Science,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,64,81,77,57,67,77,83,71,71,52,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Science,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,89,56,74,46,84,88,80,62,82,42,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Social Science,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,66,50,70,85,71,67,66,73,81,85,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,70,64,57,39,61,61,87,41,54,34,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Education,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,48,67,71,79,57,55,71,73,72,96,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,81,70,73,65,76,83,75,85,76,61,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63,75,89,69,74,58,85,78,100,78,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Education,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,72,59,95,82,71,59,57,100,85,71,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Education,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,42,22,73,73,23,51,59,77,50,62,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,63,63,78,97,78,47,63,87,81,92,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,63,90,78,66,61,48,79,63,64,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,46,70,84,84,81,65,51,78,68,88,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Science,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,87,66,63,63,84,92,82,76,69,34,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,64,71,62,48,54,65,64,76,56,68,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Business,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,53,62,75,78,71,55,72,90,61,61,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,55,54,65,68,61,68,64,68,52,91,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,79,87,82,72,74,78,83,80,59,68,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,69,88,71,69,58,68,64,76,93,86,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Science,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84,67,88,67,69,82,79,77,64,72,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Engineering,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,94,67,74,70,92,87,80,68,79,52,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,72,53,82,76,69,51,70,86,89,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,61,85,86,65,73,47,67,77,71,72,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,49,68,86,76,62,51,55,72,67,82,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Science,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,84,81,81,54,96,89,78,78,62,59,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Architecture,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,64,48,42,55,86,73,47,56,100,38,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Health,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,55,51,82,82,49,56,58,78,43,82,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,63,99,73,69,51,70,91,70,73,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Law,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,33,60,79,85,72,56,64,77,71,94,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,77,65,61,54,65,76,71,57,70,53,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77,72,92,52,91,91,62,78,78,62,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
STEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,84,80,38,60,75,71,78,55,75,56,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Science,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,84,72,89,59,63,82,84,78,62,54,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,69,64,71,63,77,80,71,73,63,26,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,81,72,56,48,76,95,80,41,34,37,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,82,90,38,58,80,82,89,55,69,74,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,87,59,53,76,52,66,66,62,47,89,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,42,62,71,75,72,53,47,73,93,71,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
