field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_career_1,top_career_2,top_career_3,top_career_4,top_career_5
Education,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,31,47,88,93,43,55,35,81,45,69,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
Biotech,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,67,48,24,46,69,74,63,54,43,63,Biomedical Engineer,Tourism Manager,Real Estate Manager,Food Technologist,Biotechnologist
Fashion,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,49,68,71,82,63,69,33,73,89,83,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Media & Creative,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,82,58,59,46,100,98,49,57,85,59,Animator,Film Director,Video Editor,Journalist,Content Writer
Healthcare,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,60,58,48,63,48,63,49,49,56,84,Dentist,Physiotherapist,Occupational Therapist,Radiologist,Dietitian
all,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,80,63,68,68,88,75,71,66,93,39,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Research,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,80,89,89,53,91,98,85,74,100,58,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Forensics,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,43,74,49,33,73,55,66,54,81,44,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Business & Finance,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,84,66,59,80,62,85,70,62,52,88,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Business & Finance,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,43,60,100,71,59,59,82,86,75,65,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,70,63,36,29,78,71,80,41,70,41,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
Defense,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,72,81,72,70,93,73,78,68,91,89,Defense Scientist,Navy Officer,Army Officer,Air Force Officer,Coast Guard Officer
all,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,88,91,63,63,83,77,90,69,79,46,Financial Analyst,Business Analyst,Risk Analyst,Credit Analyst,Network Engineer
all,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,82,74,52,49,87,71,49,51,71,66,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Biotech,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,56,71,39,54,67,78,65,66,66,39,Biomedical Engineer,Agricultural Scientist,Environmental Scientist,Food Technologist,Biotechnologist
all,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,73,61,75,39,48,60,68,54,68,63,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
all,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28,39,97,91,68,58,46,80,77,62,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Business & Finance,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,46,44,83,74,47,52,56,70,42,66,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Marine,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,52,55,51,50,65,63,64,50,65,70,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Science,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,67,73,72,76,78,76,86,75,85,76,Physicist,Chemist,Mathematician,Statistician,Geologist
Sports / Fitness,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,64,70,71,89,69,59,100,81,70,70,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,77,93,75,62,61,76,87,64,62,41,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Space Science,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,93,59,93,54,80,79,82,73,65,48,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Hospitality,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,75,61,80,74,81,63,51,91,71,74,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
all,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,67,52,69,65,67,82,56,74,44,26,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Marine,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,70,61,46,75,67,66,87,61,62,78,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Defense,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,36,74,95,79,60,53,66,68,85,73,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Science,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92,100,95,64,93,85,95,71,87,63,Physicist,Chemist,Mathematician,Statistician,Geologist
Forensics,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,63,60,85,74,98,86,57,64,74,84,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Research,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,70,83,50,49,93,88,76,58,95,40,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Business & Finance,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,49,58,60,66,59,76,60,60,60,77,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,80,83,40,55,77,99,82,42,57,31,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,74,82,58,79,77,82,84,68,74,73,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
all,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,76,87,55,54,52,83,75,56,64,57,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
Engineering,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,90,48,58,37,57,97,76,51,43,38,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Sports / Fitness,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,67,65,27,57,96,75,60,42,74,65,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Healthcare,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,36,58,90,81,58,75,55,89,50,72,Social Worker,Doctor,Nurse,Pharmacist,Medical Lab Technologist
all,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,76,75,68,55,67,82,81,59,72,29,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Research,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,85,78,83,86,89,84,88,78,65,89,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Space Science,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,79,74,43,57,100,91,87,53,89,38,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Marine,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,47,82,58,47,52,54,76,55,61,47,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Marine,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,48,34,72,57,56,85,46,59,58,68,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Media & Creative,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,60,45,77,62,63,78,59,81,71,93,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Law & Government,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,35,49,99,81,46,61,58,88,49,79,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Space Science,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,69,99,87,78,84,81,92,69,77,77,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,60,80,76,71,95,83,55,73,81,63,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Media & Creative,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,53,97,55,37,76,44,75,55,100,47,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Hospitality,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,55,55,66,63,45,48,67,67,66,70,Wedding Planner,Hotel Manager,Event Manager,Airline Manager,NGO Program Manager
all,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,78,58,81,59,86,76,94,71,74,58,Public Relations Manager,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer
IT & Computer,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,76,61,76,59,67,74,85,76,66,37,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Space Science,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62,75,73,71,60,80,79,70,60,77,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Research,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,79,68,55,69,98,81,69,57,75,82,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Science,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,79,79,74,76,82,79,97,69,48,71,Physicist,Chemist,Mathematician,Statistician,Geologist
all,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,53,74,81,66,35,55,91,69,52,67,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,56,52,60,68,82,78,51,41,56,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,87,85,52,42,55,86,81,49,68,53,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,78,60,62,72,82,80,63,46,51,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,78,81,50,51,78,65,93,49,61,60,Animator,Film Director,Video Editor,Journalist,Content Writer
Science,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,89,90,65,73,88,86,90,63,83,51,Physicist,Chemist,Mathematician,Statistician,Geologist
Business & Finance,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,62,78,84,89,73,80,80,83,60,84,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Engineering,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,69,80,51,50,73,75,75,52,87,64,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Marine,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,87,53,66,66,67,78,66,63,64,55,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Media & Creative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,52,49,89,71,59,56,62,89,84,68,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
all,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77,45,69,62,62,65,65,70,53,59,IT Project Manager,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester
Marine,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100,78,66,31,81,84,95,57,80,26,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Law & Government,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,65,30,87,98,51,55,60,90,37,75,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,55,60,57,45,100,88,58,45,67,71,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Education,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,51,75,99,90,62,69,37,83,100,78,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
all,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78,54,74,90,53,48,58,79,54,82,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Law & Government,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,65,79,78,59,65,63,72,79,50,62,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Marine,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,77,65,98,80,58,65,84,91,60,61,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
all,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,67,67,66,78,94,80,60,71,72,62,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,71,74,58,42,76,85,62,71,69,36,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Sports / Fitness,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,43,34,81,63,61,55,39,61,65,61,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,81,44,47,66,46,84,85,59,20,80,IT Project Manager,Data Analyst,Data Scientist,Cybersecurity Analyst,Database Administrator
Media & Creative,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,33,49,87,77,54,41,53,95,76,68,Animator,Film Director,Video Editor,Journalist,Content Writer
Marine,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,52,78,74,65,60,52,63,68,86,50,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Media & Creative,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,58,58,69,45,83,57,49,73,87,63,Animator,Film Director,Video Editor,Journalist,Content Writer
Research,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,68,59,46,39,70,87,60,54,65,54,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Law & Government,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,70,70,60,64,68,75,67,65,67,75,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Sports / Fitness,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45,97,54,73,57,31,91,66,75,75,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,57,62,91,100,85,84,45,83,59,83,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Research,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,86,65,50,72,74,100,69,76,43,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Space Science,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,78,93,58,66,76,64,89,70,84,45,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Fashion,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,37,81,72,74,59,33,76,69,90,67,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Engineering,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,79,76,55,49,85,87,85,53,66,54,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Healthcare,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,47,59,66,71,76,59,63,60,67,58,Dentist,Physiotherapist,Occupational Therapist,Radiologist,Dietitian
Space Science,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,89,90,94,62,65,87,97,87,64,77,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,92,79,69,75,64,84,91,82,42,72,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,79,55,57,59,57,82,77,58,45,58,Software Developer,Web Developer,Mobile App Developer,Data Analyst,Data Scientist
all,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,77,74,78,100,72,79,69,77,78,100,IT Project Manager,Public Relations Manager,Doctor,Nurse,Pharmacist
all,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,54,52,88,95,63,51,54,77,46,77,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,99,67,68,71,83,91,64,79,81,68,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,80,68,88,92,64,70,95,77,38,75,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
IT & Computer,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,65,39,71,46,71,85,48,70,63,50,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Design,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,61,100,84,78,75,74,47,74,94,77,Interior Designer,Industrial Designer,Graphic Designer,Architect,Urban Planner
all,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,41,71,88,87,57,31,67,90,71,76,Public Relations Manager,Social Worker,School Teacher,Professor,Special Education Teacher
all,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,77,50,64,62,66,61,70,64,62,82,IT Project Manager,Public Relations Manager,Software Developer,Web Developer,Mobile App Developer
IT & Computer,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,84,87,88,65,81,89,81,88,63,55,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Research,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,73,52,92,80,72,82,82,90,65,64,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,62,61,80,66,64,69,50,71,63,67,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Space Science,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,81,73,54,36,96,92,80,56,89,26,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
all,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,66,78,82,70,44,57,95,74,31,35,Data Analyst,Data Scientist,Cybersecurity Analyst,Database Administrator,Systems Analyst
Design,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,61,69,52,47,71,64,42,46,78,64,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
all,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,84,57,66,53,99,94,78,55,64,60,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
all,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,79,55,95,65,49,51,80,73,40,59,Public Relations Manager,IT Project Manager,Animator,Film Director,Video Editor
all,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,60,46,79,79,36,58,80,63,18,99,Public Relations Manager,IT Project Manager,Doctor,Nurse,Pharmacist
Education,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,37,82,61,68,64,41,80,50,76,79,College Lecturer,Academic Counselor,Education Consultant,Librarian,Online Course Instructor
IT & Computer,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,65,65,71,50,69,76,62,71,61,45,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Fashion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,39,73,72,73,83,58,49,76,89,74,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
all,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,83,82,65,58,69,78,85,59,75,52,Financial Analyst,Business Analyst,Risk Analyst,Credit Analyst,Network Engineer
Research,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,81,67,62,52,98,87,82,77,75,62,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Science,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,100,85,51,43,100,88,93,42,81,48,Physicist,Chemist,Mathematician,Statistician,Geologist
Media & Creative,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,57,71,52,56,79,59,55,55,100,66,Animator,Film Director,Video Editor,Journalist,Content Writer
Forensics,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,65,63,57,62,65,85,49,52,67,77,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38,68,58,61,39,17,70,77,59,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
all,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50,55,93,84,75,53,61,93,83,72,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
all,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,75,93,67,66,64,60,95,68,73,55,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
all,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,77,73,36,47,62,73,64,51,67,72,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Fashion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,79,78,69,83,53,59,78,89,70,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
all,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,51,63,73,55,63,59,53,68,78,52,Animator,Film Director,Video Editor,Journalist,Content Writer
Defense,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,63,79,64,72,74,51,70,67,83,63,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,64,71,55,72,83,43,65,62,81,65,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
Space Science,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,75,93,55,67,89,89,94,68,75,54,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
IT & Computer,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,62,61,58,40,80,94,66,44,64,38,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Healthcare,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,63,65,66,74,53,67,57,62,48,93,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Space Science,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,85,73,65,65,78,93,95,75,68,48,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Engineering,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,97,86,5,47,68,77,88,17,65,54,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
all,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,87,90,70,51,84,100,85,66,72,63,Data Analyst,Data Scientist,Cybersecurity Analyst,Network Engineer,Cloud Engineer
Education,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,66,73,91,94,70,88,74,87,58,77,Training Manager,School Teacher,Professor,Special Education Teacher,Curriculum Developer
all,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,62,81,44,70,75,80,77,64,84,61,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Healthcare,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,80,76,89,100,61,71,75,80,56,89,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Media & Creative,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,53,62,67,77,57,59,34,70,91,61,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
all,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,68,85,35,63,52,66,77,43,60,56,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,67,65,79,58,75,84,71,44,60,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
all,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,48,73,67,68,77,56,70,69,72,IT Project Manager,Software Developer,Web Developer,Mobile App Developer,IT Support Specialist
Fashion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,53,33,69,83,69,47,53,79,71,65,Cosmetologist,Fashion Designer,Textile Designer,Makeup Artist,Fashion Stylist
Science,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,100,73,60,55,66,91,94,56,52,60,Physicist,Chemist,Mathematician,Statistician,Geologist
Research,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,78,66,81,60,71,76,74,73,69,54,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Defense,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,80,55,56,64,37,72,80,57,48,74,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,35,75,58,67,45,50,74,60,79,59,Animator,Film Director,Video Editor,Journalist,Content Writer
Hospitality,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,57,65,92,77,68,60,52,88,69,86,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Hospitality,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,56,72,87,54,68,49,75,70,74,63,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Forensics,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,71,52,57,36,56,67,70,47,35,45,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,26,50,59,91,57,48,28,68,84,86,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
all,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,80,68,58,65,77,72,67,70,71,38,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
